event_id,frame_id,timestamp,ground_truth_label,wind_kts,prior_wind_kts,label_source,center_lat,center_lon
fani_2019,fani_2019_20190503T150000Z.npz,2019-05-03T15:00:00Z,shear_affected,60.0,75.0,ibtracs_intensity_rules,21.5,86.7
fani_2019,fani_2019_20190503T180000Z.npz,2019-05-03T18:00:00Z,shear_affected,55.0,70.0,ibtracs_intensity_rules,21.9,87.1
fani_2019,fani_2019_20190503T210000Z.npz,2019-05-03T21:00:00Z,curved_band,50.0,60.0,ibtracs_intensity_rules,22.5,87.9
fani_2019,fani_2019_20190504T000000Z.npz,2019-05-04T00:00:00Z,shear_affected,40.0,55.0,ibtracs_intensity_rules,23.1,88.2
hudhud_2014,hudhud_2014_20141006T000000Z.npz,2014-10-06T00:00:00Z,disorganized,,,ibtracs_intensity_rules,,
hudhud_2014,hudhud_2014_20141006T030000Z.npz,2014-10-06T03:00:00Z,disorganized,,,ibtracs_intensity_rules,,
hudhud_2014,hudhud_2014_20141006T060000Z.npz,2014-10-06T06:00:00Z,disorganized,,,ibtracs_intensity_rules,10.7,96.1
hudhud_2014,hudhud_2014_20141006T090000Z.npz,2014-10-06T09:00:00Z,disorganized,,,ibtracs_intensity_rules,10.6925,96.0075
hudhud_2014,hudhud_2014_20141006T120000Z.npz,2014-10-06T12:00:00Z,disorganized,,,ibtracs_intensity_rules,10.7,95.9
hudhud_2014,hudhud_2014_20141006T150000Z.npz,2014-10-06T15:00:00Z,disorganized,,,ibtracs_intensity_rules,10.735,95.765
hudhud_2014,hudhud_2014_20141006T180000Z.npz,2014-10-06T18:00:00Z,disorganized,,,ibtracs_intensity_rules,10.8,95.6
hudhud_2014,hudhud_2014_20141006T210000Z.npz,2014-10-06T21:00:00Z,disorganized,,,ibtracs_intensity_rules,10.8925,95.415
hudhud_2014,hudhud_2014_20141007T000000Z.npz,2014-10-07T00:00:00Z,disorganized,,,ibtracs_intensity_rules,11.0,95.2
hudhud_2014,hudhud_2014_20141007T030000Z.npz,2014-10-07T03:00:00Z,disorganized,25.0,,ibtracs_intensity_rules,11.5,95.0
hudhud_2014,hudhud_2014_20141007T060000Z.npz,2014-10-07T06:00:00Z,disorganized,25.0,,ibtracs_intensity_rules,11.7,94.8
hudhud_2014,hudhud_2014_20141007T090000Z.npz,2014-10-07T09:00:00Z,disorganized,,25.0,ibtracs_intensity_rules,11.8808,94.4206
hudhud_2014,hudhud_2014_20141007T120000Z.npz,2014-10-07T12:00:00Z,disorganized,30.0,25.0,ibtracs_intensity_rules,12.0,94.0
hudhud_2014,hudhud_2014_20141007T150000Z.npz,2014-10-07T15:00:00Z,disorganized,,,ibtracs_intensity_rules,12.0074,93.7274
hudhud_2014,hudhud_2014_20141007T180000Z.npz,2014-10-07T18:00:00Z,disorganized,30.0,30.0,ibtracs_intensity_rules,12.0,93.5
hudhud_2014,hudhud_2014_20141007T210000Z.npz,2014-10-07T21:00:00Z,disorganized,,,ibtracs_intensity_rules,12.0864,93.2194
hudhud_2014,hudhud_2014_20141008T000000Z.npz,2014-10-08T00:00:00Z,disorganized,30.0,30.0,ibtracs_intensity_rules,12.2,93.0
hudhud_2014,hudhud_2014_20141008T030000Z.npz,2014-10-08T03:00:00Z,curved_band,35.0,,ibtracs_intensity_rules,12.3,92.9
hudhud_2014,hudhud_2014_20141008T060000Z.npz,2014-10-08T06:00:00Z,curved_band,40.0,30.0,ibtracs_intensity_rules,12.5,92.5
hudhud_2014,hudhud_2014_20141008T090000Z.npz,2014-10-08T09:00:00Z,curved_band,40.0,35.0,ibtracs_intensity_rules,12.7,91.7
hudhud_2014,hudhud_2014_20141008T120000Z.npz,2014-10-08T12:00:00Z,curved_band,40.0,40.0,ibtracs_intensity_rules,12.8,91.0
hudhud_2014,hudhud_2014_20141008T150000Z.npz,2014-10-08T15:00:00Z,curved_band,40.0,40.0,ibtracs_intensity_rules,13.0,90.5
hudhud_2014,hudhud_2014_20141008T180000Z.npz,2014-10-08T18:00:00Z,curved_band,45.0,40.0,ibtracs_intensity_rules,13.2,90.2
hudhud_2014,hudhud_2014_20141008T210000Z.npz,2014-10-08T21:00:00Z,curved_band,45.0,40.0,ibtracs_intensity_rules,13.5,89.6
hudhud_2014,hudhud_2014_20141009T000000Z.npz,2014-10-09T00:00:00Z,curved_band,45.0,45.0,ibtracs_intensity_rules,13.7,89.2
hudhud_2014,hudhud_2014_20141009T030000Z.npz,2014-10-09T03:00:00Z,curved_band,55.0,45.0,ibtracs_intensity_rules,13.8,89.0
hudhud_2014,hudhud_2014_20141009T060000Z.npz,2014-10-09T06:00:00Z,curved_band,55.0,45.0,ibtracs_intensity_rules,13.9,88.8
hudhud_2014,hudhud_2014_20141009T090000Z.npz,2014-10-09T09:00:00Z,curved_band,55.0,55.0,ibtracs_intensity_rules,14.0,88.6
hudhud_2014,hudhud_2014_20141009T120000Z.npz,2014-10-09T12:00:00Z,curved_band,55.0,55.0,ibtracs_intensity_rules,14.1,88.4
hudhud_2014,hudhud_2014_20141009T150000Z.npz,2014-10-09T15:00:00Z,curved_band,55.0,55.0,ibtracs_intensity_rules,14.1,88.1
hudhud_2014,hudhud_2014_20141009T180000Z.npz,2014-10-09T18:00:00Z,curved_band,55.0,55.0,ibtracs_intensity_rules,14.1,87.9
hudhud_2014,hudhud_2014_20141009T210000Z.npz,2014-10-09T21:00:00Z,curved_band,60.0,55.0,ibtracs_intensity_rules,14.3,87.7
hudhud_2014,hudhud_2014_20141010T000000Z.npz,2014-10-10T00:00:00Z,curved_band,60.0,55.0,ibtracs_intensity_rules,14.4,87.6
hudhud_2014,hudhud_2014_20141010T030000Z.npz,2014-10-10T03:00:00Z,curved_band,60.0,60.0,ibtracs_intensity_rules,14.7,87.2
hudhud_2014,hudhud_2014_20141010T060000Z.npz,2014-10-10T06:00:00Z,curved_band,60.0,60.0,ibtracs_intensity_rules,14.8,87.0
hudhud_2014,hudhud_2014_20141010T090000Z.npz,2014-10-10T09:00:00Z,banding,65.0,60.0,ibtracs_intensity_rules,15.0,86.8
hudhud_2014,hudhud_2014_20141010T120000Z.npz,2014-10-10T12:00:00Z,banding,70.0,60.0,ibtracs_intensity_rules,15.2,86.7
hudhud_2014,hudhud_2014_20141010T150000Z.npz,2014-10-10T15:00:00Z,banding,75.0,65.0,ibtracs_intensity_rules,15.4,86.5
hudhud_2014,hudhud_2014_20141010T180000Z.npz,2014-10-10T18:00:00Z,banding,75.0,70.0,ibtracs_intensity_rules,15.5,86.4
hudhud_2014,hudhud_2014_20141010T210000Z.npz,2014-10-10T21:00:00Z,banding,75.0,75.0,ibtracs_intensity_rules,15.7,86.1
hudhud_2014,hudhud_2014_20141011T000000Z.npz,2014-10-11T00:00:00Z,banding,75.0,75.0,ibtracs_intensity_rules,15.9,85.7
hudhud_2014,hudhud_2014_20141011T030000Z.npz,2014-10-11T03:00:00Z,banding,80.0,75.0,ibtracs_intensity_rules,16.0,85.4
hudhud_2014,hudhud_2014_20141011T060000Z.npz,2014-10-11T06:00:00Z,banding,90.0,75.0,ibtracs_intensity_rules,16.1,85.1
hudhud_2014,hudhud_2014_20141011T090000Z.npz,2014-10-11T09:00:00Z,banding,90.0,80.0,ibtracs_intensity_rules,16.1,85.0
hudhud_2014,hudhud_2014_20141011T120000Z.npz,2014-10-11T12:00:00Z,banding,95.0,90.0,ibtracs_intensity_rules,16.2,84.8
hudhud_2014,hudhud_2014_20141011T150000Z.npz,2014-10-11T15:00:00Z,banding,95.0,90.0,ibtracs_intensity_rules,16.2,84.8
hudhud_2014,hudhud_2014_20141011T180000Z.npz,2014-10-11T18:00:00Z,banding,100.0,95.0,ibtracs_intensity_rules,16.4,84.7
hudhud_2014,hudhud_2014_20141011T210000Z.npz,2014-10-11T21:00:00Z,banding,100.0,95.0,ibtracs_intensity_rules,16.7,84.4
hudhud_2014,hudhud_2014_20141012T000000Z.npz,2014-10-12T00:00:00Z,banding,100.0,100.0,ibtracs_intensity_rules,17.2,84.2
hudhud_2014,hudhud_2014_20141012T030000Z.npz,2014-10-12T03:00:00Z,banding,100.0,100.0,ibtracs_intensity_rules,17.4,83.8
hudhud_2014,hudhud_2014_20141012T060000Z.npz,2014-10-12T06:00:00Z,banding,100.0,100.0,ibtracs_intensity_rules,17.6,83.4
hudhud_2014,hudhud_2014_20141012T090000Z.npz,2014-10-12T09:00:00Z,banding,90.0,100.0,ibtracs_intensity_rules,17.8,83.0
hudhud_2014,hudhud_2014_20141012T120000Z.npz,2014-10-12T12:00:00Z,shear_affected,60.0,100.0,ibtracs_intensity_rules,18.0,82.7
hudhud_2014,hudhud_2014_20141012T150000Z.npz,2014-10-12T15:00:00Z,shear_affected,45.0,90.0,ibtracs_intensity_rules,18.3,82.5
hudhud_2014,hudhud_2014_20141012T180000Z.npz,2014-10-12T18:00:00Z,shear_affected,40.0,60.0,ibtracs_intensity_rules,18.7,82.3
hudhud_2014,hudhud_2014_20141012T210000Z.npz,2014-10-12T21:00:00Z,curved_band,40.0,45.0,ibtracs_intensity_rules,18.7,82.3
hudhud_2014,hudhud_2014_20141013T000000Z.npz,2014-10-13T00:00:00Z,disorganized,30.0,40.0,ibtracs_intensity_rules,19.5,81.5
hudhud_2014,hudhud_2014_20141013T030000Z.npz,2014-10-13T03:00:00Z,disorganized,30.0,40.0,ibtracs_intensity_rules,20.5,81.5
hudhud_2014,hudhud_2014_20141013T060000Z.npz,2014-10-13T06:00:00Z,disorganized,30.0,30.0,ibtracs_intensity_rules,20.7,81.5
hudhud_2014,hudhud_2014_20141013T090000Z.npz,2014-10-13T09:00:00Z,disorganized,,30.0,ibtracs_intensity_rules,20.9523,81.5
hudhud_2014,hudhud_2014_20141013T120000Z.npz,2014-10-13T12:00:00Z,disorganized,25.0,30.0,ibtracs_intensity_rules,21.3,81.5
hudhud_2014,hudhud_2014_20141013T150000Z.npz,2014-10-13T15:00:00Z,disorganized,,,ibtracs_intensity_rules,21.6576,81.5
hudhud_2014,hudhud_2014_20141013T180000Z.npz,2014-10-13T18:00:00Z,disorganized,25.0,25.0,ibtracs_intensity_rules,22.3,81.5
hudhud_2014,hudhud_2014_20141013T210000Z.npz,2014-10-13T21:00:00Z,disorganized,,,ibtracs_intensity_rules,23.6421,81.4798
hudhud_2014,hudhud_2014_20141014T000000Z.npz,2014-10-14T00:00:00Z,disorganized,25.0,25.0,ibtracs_intensity_rules,24.8,81.5
ockhi_2017,ockhi_2017_20171128T000000Z.npz,2017-11-28T00:00:00Z,disorganized,,,ibtracs_intensity_rules,,
ockhi_2017,ockhi_2017_20171128T030000Z.npz,2017-11-28T03:00:00Z,disorganized,,,ibtracs_intensity_rules,,
ockhi_2017,ockhi_2017_20171128T060000Z.npz,2017-11-28T06:00:00Z,disorganized,,,ibtracs_intensity_rules,,
ockhi_2017,ockhi_2017_20171128T090000Z.npz,2017-11-28T09:00:00Z,disorganized,,,ibtracs_intensity_rules,,
ockhi_2017,ockhi_2017_20171128T120000Z.npz,2017-11-28T12:00:00Z,disorganized,,,ibtracs_intensity_rules,,
ockhi_2017,ockhi_2017_20171128T150000Z.npz,2017-11-28T15:00:00Z,disorganized,,,ibtracs_intensity_rules,,
ockhi_2017,ockhi_2017_20171128T180000Z.npz,2017-11-28T18:00:00Z,disorganized,,,ibtracs_intensity_rules,6.0,82.2
ockhi_2017,ockhi_2017_20171128T210000Z.npz,2017-11-28T21:00:00Z,disorganized,,,ibtracs_intensity_rules,5.9475,81.985
ockhi_2017,ockhi_2017_20171129T000000Z.npz,2017-11-29T00:00:00Z,disorganized,,,ibtracs_intensity_rules,5.9,81.7
ockhi_2017,ockhi_2017_20171129T030000Z.npz,2017-11-29T03:00:00Z,disorganized,25.0,,ibtracs_intensity_rules,6.5,81.8
ockhi_2017,ockhi_2017_20171129T060000Z.npz,2017-11-29T06:00:00Z,disorganized,25.0,,ibtracs_intensity_rules,6.5,80.4
ockhi_2017,ockhi_2017_20171129T090000Z.npz,2017-11-29T09:00:00Z,disorganized,,25.0,ibtracs_intensity_rules,6.35284,79.9819
ockhi_2017,ockhi_2017_20171129T120000Z.npz,2017-11-29T12:00:00Z,disorganized,25.0,25.0,ibtracs_intensity_rules,6.2,80.0
ockhi_2017,ockhi_2017_20171129T150000Z.npz,2017-11-29T15:00:00Z,disorganized,,,ibtracs_intensity_rules,6.192,79.6681
ockhi_2017,ockhi_2017_20171129T180000Z.npz,2017-11-29T18:00:00Z,disorganized,25.0,25.0,ibtracs_intensity_rules,6.3,79.2
ockhi_2017,ockhi_2017_20171129T210000Z.npz,2017-11-29T21:00:00Z,disorganized,30.0,,ibtracs_intensity_rules,6.5,78.6
ockhi_2017,ockhi_2017_20171130T000000Z.npz,2017-11-30T00:00:00Z,disorganized,30.0,25.0,ibtracs_intensity_rules,6.7,78.3
ockhi_2017,ockhi_2017_20171130T030000Z.npz,2017-11-30T03:00:00Z,curved_band,35.0,30.0,ibtracs_intensity_rules,7.5,77.5
ockhi_2017,ockhi_2017_20171130T060000Z.npz,2017-11-30T06:00:00Z,curved_band,40.0,30.0,ibtracs_intensity_rules,7.8,76.9
ockhi_2017,ockhi_2017_20171130T090000Z.npz,2017-11-30T09:00:00Z,curved_band,45.0,35.0,ibtracs_intensity_rules,7.9,76.4
ockhi_2017,ockhi_2017_20171130T120000Z.npz,2017-11-30T12:00:00Z,curved_band,45.0,40.0,ibtracs_intensity_rules,8.2,75.8
ockhi_2017,ockhi_2017_20171130T150000Z.npz,2017-11-30T15:00:00Z,curved_band,45.0,45.0,ibtracs_intensity_rules,8.3,75.4
ockhi_2017,ockhi_2017_20171130T180000Z.npz,2017-11-30T18:00:00Z,curved_band,45.0,45.0,ibtracs_intensity_rules,8.5,74.9
ockhi_2017,ockhi_2017_20171130T210000Z.npz,2017-11-30T21:00:00Z,curved_band,45.0,45.0,ibtracs_intensity_rules,8.6,74.5
ockhi_2017,ockhi_2017_20171201T000000Z.npz,2017-12-01T00:00:00Z,curved_band,50.0,45.0,ibtracs_intensity_rules,8.8,74.0
ockhi_2017,ockhi_2017_20171201T030000Z.npz,2017-12-01T03:00:00Z,curved_band,55.0,45.0,ibtracs_intensity_rules,8.9,73.8
ockhi_2017,ockhi_2017_20171201T060000Z.npz,2017-12-01T06:00:00Z,curved_band,60.0,50.0,ibtracs_intensity_rules,9.0,73.4
ockhi_2017,ockhi_2017_20171201T090000Z.npz,2017-12-01T09:00:00Z,banding,65.0,55.0,ibtracs_intensity_rules,9.1,73.0
ockhi_2017,ockhi_2017_20171201T120000Z.npz,2017-12-01T12:00:00Z,banding,65.0,60.0,ibtracs_intensity_rules,9.2,72.8
ockhi_2017,ockhi_2017_20171201T150000Z.npz,2017-12-01T15:00:00Z,banding,65.0,65.0,ibtracs_intensity_rules,9.3,72.5
ockhi_2017,ockhi_2017_20171201T180000Z.npz,2017-12-01T18:00:00Z,banding,70.0,65.0,ibtracs_intensity_rules,9.4,72.1
ockhi_2017,ockhi_2017_20171201T210000Z.npz,2017-12-01T21:00:00Z,banding,75.0,65.0,ibtracs_intensity_rules,9.5,71.8
ockhi_2017,ockhi_2017_20171202T000000Z.npz,2017-12-02T00:00:00Z,banding,80.0,70.0,ibtracs_intensity_rules,9.6,71.5
ockhi_2017,ockhi_2017_20171202T030000Z.npz,2017-12-02T03:00:00Z,banding,80.0,75.0,ibtracs_intensity_rules,9.7,71.2
ockhi_2017,ockhi_2017_20171202T060000Z.npz,2017-12-02T06:00:00Z,banding,85.0,80.0,ibtracs_intensity_rules,9.8,71.0
ockhi_2017,ockhi_2017_20171202T090000Z.npz,2017-12-02T09:00:00Z,banding,85.0,80.0,ibtracs_intensity_rules,10.2,70.6
ockhi_2017,ockhi_2017_20171202T120000Z.npz,2017-12-02T12:00:00Z,banding,85.0,85.0,ibtracs_intensity_rules,10.5,70.3
ockhi_2017,ockhi_2017_20171202T150000Z.npz,2017-12-02T15:00:00Z,banding,85.0,85.0,ibtracs_intensity_rules,10.8,70.0
ockhi_2017,ockhi_2017_20171202T180000Z.npz,2017-12-02T18:00:00Z,banding,85.0,85.0,ibtracs_intensity_rules,11.1,69.7
ockhi_2017,ockhi_2017_20171202T210000Z.npz,2017-12-02T21:00:00Z,banding,85.0,85.0,ibtracs_intensity_rules,11.3,69.5
ockhi_2017,ockhi_2017_20171203T000000Z.npz,2017-12-03T00:00:00Z,banding,85.0,85.0,ibtracs_intensity_rules,11.7,69.2
ockhi_2017,ockhi_2017_20171203T030000Z.npz,2017-12-03T03:00:00Z,banding,80.0,85.0,ibtracs_intensity_rules,12.1,69.0
ockhi_2017,ockhi_2017_20171203T060000Z.npz,2017-12-03T06:00:00Z,banding,75.0,85.0,ibtracs_intensity_rules,12.3,68.9
ockhi_2017,ockhi_2017_20171203T090000Z.npz,2017-12-03T09:00:00Z,banding,75.0,80.0,ibtracs_intensity_rules,12.4,68.8
ockhi_2017,ockhi_2017_20171203T120000Z.npz,2017-12-03T12:00:00Z,banding,75.0,75.0,ibtracs_intensity_rules,12.9,68.7
ockhi_2017,ockhi_2017_20171203T150000Z.npz,2017-12-03T15:00:00Z,banding,75.0,75.0,ibtracs_intensity_rules,13.1,68.6
ockhi_2017,ockhi_2017_20171203T180000Z.npz,2017-12-03T18:00:00Z,banding,75.0,75.0,ibtracs_intensity_rules,13.5,68.5
ockhi_2017,ockhi_2017_20171203T210000Z.npz,2017-12-03T21:00:00Z,banding,75.0,75.0,ibtracs_intensity_rules,14.0,68.5
ockhi_2017,ockhi_2017_20171204T000000Z.npz,2017-12-04T00:00:00Z,banding,70.0,75.0,ibtracs_intensity_rules,14.5,68.5
ockhi_2017,ockhi_2017_20171204T030000Z.npz,2017-12-04T03:00:00Z,banding,65.0,75.0,ibtracs_intensity_rules,14.7,68.5
ockhi_2017,ockhi_2017_20171204T060000Z.npz,2017-12-04T06:00:00Z,banding,65.0,70.0,ibtracs_intensity_rules,14.9,68.7
ockhi_2017,ockhi_2017_20171204T090000Z.npz,2017-12-04T09:00:00Z,banding,65.0,65.0,ibtracs_intensity_rules,15.2,69.0
ockhi_2017,ockhi_2017_20171204T120000Z.npz,2017-12-04T12:00:00Z,curved_band,60.0,65.0,ibtracs_intensity_rules,15.7,69.2
ockhi_2017,ockhi_2017_20171204T150000Z.npz,2017-12-04T15:00:00Z,curved_band,60.0,65.0,ibtracs_intensity_rules,16.1,69.5
ockhi_2017,ockhi_2017_20171204T180000Z.npz,2017-12-04T18:00:00Z,curved_band,55.0,60.0,ibtracs_intensity_rules,16.5,69.8
ockhi_2017,ockhi_2017_20171204T210000Z.npz,2017-12-04T21:00:00Z,curved_band,55.0,60.0,ibtracs_intensity_rules,16.9,70.1
ockhi_2017,ockhi_2017_20171205T000000Z.npz,2017-12-05T00:00:00Z,curved_band,50.0,55.0,ibtracs_intensity_rules,17.3,70.4
phailin_2013,phailin_2013_20131007T000000Z.npz,2013-10-07T00:00:00Z,disorganized,,,ibtracs_intensity_rules,,
phailin_2013,phailin_2013_20131007T030000Z.npz,2013-10-07T03:00:00Z,disorganized,,,ibtracs_intensity_rules,,
phailin_2013,phailin_2013_20131007T060000Z.npz,2013-10-07T06:00:00Z,disorganized,,,ibtracs_intensity_rules,,
phailin_2013,phailin_2013_20131007T090000Z.npz,2013-10-07T09:00:00Z,disorganized,,,ibtracs_intensity_rules,,
phailin_2013,phailin_2013_20131007T120000Z.npz,2013-10-07T12:00:00Z,disorganized,,,ibtracs_intensity_rules,11.8,97.6
phailin_2013,phailin_2013_20131007T150000Z.npz,2013-10-07T15:00:00Z,disorganized,,,ibtracs_intensity_rules,11.9629,96.9677
phailin_2013,phailin_2013_20131007T180000Z.npz,2013-10-07T18:00:00Z,disorganized,,,ibtracs_intensity_rules,12.1,96.4
phailin_2013,phailin_2013_20131007T210000Z.npz,2013-10-07T21:00:00Z,disorganized,,,ibtracs_intensity_rules,12.1999,95.9474
phailin_2013,phailin_2013_20131008T000000Z.npz,2013-10-08T00:00:00Z,disorganized,,,ibtracs_intensity_rules,12.3,95.6
phailin_2013,phailin_2013_20131008T030000Z.npz,2013-10-08T03:00:00Z,disorganized,25.0,,ibtracs_intensity_rules,12.0,96.0
phailin_2013,phailin_2013_20131008T060000Z.npz,2013-10-08T06:00:00Z,disorganized,25.0,,ibtracs_intensity_rules,12.0,95.5
phailin_2013,phailin_2013_20131008T090000Z.npz,2013-10-08T09:00:00Z,disorganized,,25.0,ibtracs_intensity_rules,11.966,94.9658
phailin_2013,phailin_2013_20131008T120000Z.npz,2013-10-08T12:00:00Z,disorganized,25.0,25.0,ibtracs_intensity_rules,12.0,94.5
phailin_2013,phailin_2013_20131008T150000Z.npz,2013-10-08T15:00:00Z,disorganized,,,ibtracs_intensity_rules,12.2123,94.2125
phailin_2013,phailin_2013_20131008T180000Z.npz,2013-10-08T18:00:00Z,disorganized,25.0,25.0,ibtracs_intensity_rules,12.5,94.0
phailin_2013,phailin_2013_20131008T210000Z.npz,2013-10-08T21:00:00Z,disorganized,,,ibtracs_intensity_rules,12.8012,93.699
phailin_2013,phailin_2013_20131009T000000Z.npz,2013-10-09T00:00:00Z,disorganized,30.0,25.0,ibtracs_intensity_rules,13.0,93.5
phailin_2013,phailin_2013_20131009T030000Z.npz,2013-10-09T03:00:00Z,disorganized,30.0,,ibtracs_intensity_rules,13.0,93.5
phailin_2013,phailin_2013_20131009T060000Z.npz,2013-10-09T06:00:00Z,disorganized,30.0,30.0,ibtracs_intensity_rules,13.0,93.0
phailin_2013,phailin_2013_20131009T090000Z.npz,2013-10-09T09:00:00Z,disorganized,30.0,30.0,ibtracs_intensity_rules,13.5,92.5
phailin_2013,phailin_2013_20131009T120000Z.npz,2013-10-09T12:00:00Z,curved_band,35.0,30.0,ibtracs_intensity_rules,13.5,92.5
phailin_2013,phailin_2013_20131009T150000Z.npz,2013-10-09T15:00:00Z,curved_band,35.0,30.0,ibtracs_intensity_rules,13.6,92.5
phailin_2013,phailin_2013_20131009T180000Z.npz,2013-10-09T18:00:00Z,curved_band,40.0,35.0,ibtracs_intensity_rules,14.0,92.0
phailin_2013,phailin_2013_20131009T210000Z.npz,2013-10-09T21:00:00Z,curved_band,45.0,35.0,ibtracs_intensity_rules,14.0,92.0
phailin_2013,phailin_2013_20131010T000000Z.npz,2013-10-10T00:00:00Z,curved_band,45.0,40.0,ibtracs_intensity_rules,14.5,91.5
phailin_2013,phailin_2013_20131010T030000Z.npz,2013-10-10T03:00:00Z,curved_band,55.0,45.0,ibtracs_intensity_rules,14.5,91.0
phailin_2013,phailin_2013_20131010T060000Z.npz,2013-10-10T06:00:00Z,banding,65.0,45.0,ibtracs_intensity_rules,15.0,90.5
phailin_2013,phailin_2013_20131010T090000Z.npz,2013-10-10T09:00:00Z,banding,70.0,55.0,ibtracs_intensity_rules,15.0,90.5
phailin_2013,phailin_2013_20131010T120000Z.npz,2013-10-10T12:00:00Z,banding,75.0,65.0,ibtracs_intensity_rules,15.5,90.0
phailin_2013,phailin_2013_20131010T150000Z.npz,2013-10-10T15:00:00Z,banding,90.0,70.0,ibtracs_intensity_rules,15.5,90.0
phailin_2013,phailin_2013_20131010T180000Z.npz,2013-10-10T18:00:00Z,banding,95.0,75.0,ibtracs_intensity_rules,15.5,89.5
phailin_2013,phailin_2013_20131010T210000Z.npz,2013-10-10T21:00:00Z,banding,100.0,90.0,ibtracs_intensity_rules,15.5,89.0
phailin_2013,phailin_2013_20131011T000000Z.npz,2013-10-11T00:00:00Z,banding,110.0,95.0,ibtracs_intensity_rules,16.0,88.5
phailin_2013,phailin_2013_20131011T030000Z.npz,2013-10-11T03:00:00Z,banding,115.0,100.0,ibtracs_intensity_rules,16.0,88.5
phailin_2013,phailin_2013_20131011T060000Z.npz,2013-10-11T06:00:00Z,banding,115.0,110.0,ibtracs_intensity_rules,16.2,88.3
phailin_2013,phailin_2013_20131011T090000Z.npz,2013-10-11T09:00:00Z,banding,115.0,115.0,ibtracs_intensity_rules,16.5,88.0
phailin_2013,phailin_2013_20131011T120000Z.npz,2013-10-11T12:00:00Z,banding,115.0,115.0,ibtracs_intensity_rules,16.8,87.7
phailin_2013,phailin_2013_20131011T150000Z.npz,2013-10-11T15:00:00Z,banding,115.0,115.0,ibtracs_intensity_rules,16.9,87.2
phailin_2013,phailin_2013_20131011T180000Z.npz,2013-10-11T18:00:00Z,banding,115.0,115.0,ibtracs_intensity_rules,17.0,87.0
phailin_2013,phailin_2013_20131011T210000Z.npz,2013-10-11T21:00:00Z,banding,115.0,115.0,ibtracs_intensity_rules,17.1,86.8
phailin_2013,phailin_2013_20131012T000000Z.npz,2013-10-12T00:00:00Z,banding,115.0,115.0,ibtracs_intensity_rules,17.5,86.5
phailin_2013,phailin_2013_20131012T030000Z.npz,2013-10-12T03:00:00Z,banding,115.0,115.0,ibtracs_intensity_rules,17.8,86.0
phailin_2013,phailin_2013_20131012T060000Z.npz,2013-10-12T06:00:00Z,banding,115.0,115.0,ibtracs_intensity_rules,18.1,85.7
phailin_2013,phailin_2013_20131012T090000Z.npz,2013-10-12T09:00:00Z,banding,115.0,115.0,ibtracs_intensity_rules,18.6,85.4
phailin_2013,phailin_2013_20131012T120000Z.npz,2013-10-12T12:00:00Z,banding,115.0,115.0,ibtracs_intensity_rules,18.7,85.2
phailin_2013,phailin_2013_20131012T150000Z.npz,2013-10-12T15:00:00Z,banding,115.0,115.0,ibtracs_intensity_rules,19.1,85.2
phailin_2013,phailin_2013_20131012T180000Z.npz,2013-10-12T18:00:00Z,shear_affected,100.0,115.0,ibtracs_intensity_rules,19.5,84.8
phailin_2013,phailin_2013_20131012T210000Z.npz,2013-10-12T21:00:00Z,shear_affected,90.0,115.0,ibtracs_intensity_rules,20.0,84.5
phailin_2013,phailin_2013_20131013T000000Z.npz,2013-10-13T00:00:00Z,shear_affected,75.0,100.0,ibtracs_intensity_rules,20.5,84.5
phailin_2013,phailin_2013_20131013T030000Z.npz,2013-10-13T03:00:00Z,shear_affected,55.0,90.0,ibtracs_intensity_rules,21.0,84.0
phailin_2013,phailin_2013_20131013T060000Z.npz,2013-10-13T06:00:00Z,shear_affected,40.0,75.0,ibtracs_intensity_rules,21.5,84.0
phailin_2013,phailin_2013_20131013T090000Z.npz,2013-10-13T09:00:00Z,shear_affected,35.0,55.0,ibtracs_intensity_rules,21.8,83.8
phailin_2013,phailin_2013_20131013T120000Z.npz,2013-10-13T12:00:00Z,curved_band,35.0,40.0,ibtracs_intensity_rules,22.5,83.8
phailin_2013,phailin_2013_20131013T150000Z.npz,2013-10-13T15:00:00Z,disorganized,,35.0,ibtracs_intensity_rules,22.8421,83.6264
phailin_2013,phailin_2013_20131013T180000Z.npz,2013-10-13T18:00:00Z,disorganized,30.0,35.0,ibtracs_intensity_rules,23.0,83.5
phailin_2013,phailin_2013_20131013T210000Z.npz,2013-10-13T21:00:00Z,disorganized,,,ibtracs_intensity_rules,23.2127,83.7123
phailin_2013,phailin_2013_20131014T000000Z.npz,2013-10-14T00:00:00Z,disorganized,30.0,30.0,ibtracs_intensity_rules,23.5,84.0
tauktae_2021,tauktae_2021_20210513T000000Z.npz,2021-05-13T00:00:00Z,disorganized,,,ibtracs_intensity_rules,,
tauktae_2021,tauktae_2021_20210513T030000Z.npz,2021-05-13T03:00:00Z,disorganized,,,ibtracs_intensity_rules,,
tauktae_2021,tauktae_2021_20210513T060000Z.npz,2021-05-13T06:00:00Z,disorganized,,,ibtracs_intensity_rules,10.0,70.9
tauktae_2021,tauktae_2021_20210513T090000Z.npz,2021-05-13T09:00:00Z,disorganized,,,ibtracs_intensity_rules,10.0925,71.1225
tauktae_2021,tauktae_2021_20210513T120000Z.npz,2021-05-13T12:00:00Z,disorganized,,,ibtracs_intensity_rules,10.2,71.3
